"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","upregulated","downregulated"
"gene:ENSG00000132530",47.6632509414674,8.45151206949679,0.824458500713102,10.2509854191409,1.17143106260146e-24,1.81601346578754e-22,972,363
"gene:ENSG00000181634",97.0017078574394,8.31256074068641,0.923777490228985,8.99844478633691,2.28937610743807e-19,2.29534839293573e-17,972,363
"gene:ENSG00000078081",35.149143945734,8.0107784872176,0.862101682543093,9.2921503918039,1.51202088768967e-20,1.72183711951228e-18,972,363
"gene:ENSG00000130303",31.293433600468,7.84274909686716,1.19527016672872,6.56148652846547,5.32739890653998e-11,1.74875186882295e-09,972,363
"gene:ENSG00000169248",31.1165103926108,7.83444348222243,1.15548817147175,6.78020223456176,1.20007775404578e-11,4.47253220336092e-10,972,363
"gene:ENSG00000171855",24.1263894115631,7.46754148052553,1.18966948020375,6.27698836087364,3.45193913362053e-10,9.98891598347886e-09,972,363
"gene:ENSG00000137491",23.3095187863857,7.41783748782375,1.28237347973234,5.78445952373562,7.27458356616933e-09,1.59195157329409e-07,972,363
"gene:ENSG00000134531",21.2736542980424,7.28694704295454,0.754126003878936,9.66277121525218,4.33962930881687e-22,5.4460871761261e-20,972,363
"gene:ENSG00000128422",20.9376161585282,7.26294631584316,1.55352800441206,4.6751306028705,2.93766606639989e-06,3.35774867366451e-05,972,363
"gene:ENSG00000155918",18.3783218311563,7.07500687226729,1.26647045979507,5.5863970750744,2.318288390724e-08,4.45034175151678e-07,972,363
"gene:ENSG00000116701",17.7409670584909,7.02372406072855,1.53236865805742,4.58357329601907,4.57096553857208e-06,4.99556707675224e-05,972,363
"gene:ENSG00000163121",31.5034078452981,6.88357400331439,0.821114591211114,8.38320750476663,5.15045609661125e-17,4.00909764009639e-15,972,363
"gene:ENSG00000279296",26.0979896091018,6.8504716867229,0.989032536289763,6.92643713463829,4.31571530446642e-12,1.71217883735046e-10,972,363
"gene:ENSG00000110324",15.6984943061299,6.84768685274909,1.33925308853718,5.11306407381788,3.16974721329725e-07,4.65777435241382e-06,972,363
"gene:ENSG00000157601",523.443583652606,6.77934104642338,0.322502243427645,21.0210663168437,4.20871658015689e-98,1.94106008676836e-94,972,363
"gene:ENSG00000115339",14.6072747001934,6.74396381723124,1.10975817913293,6.07696698617748,1.22476965518924e-09,3.19132070606372e-08,972,363
"gene:ENSG00000216490",13.9865835759935,6.68170747648386,1.78317963958196,3.74707479166276,0.000178908754727084,0.00123475821444266,972,363
"gene:ENSG00000172183",46.321296049825,6.33316446798507,0.655373781018115,9.66343886712492,4.31143008366891e-22,5.4460871761261e-20,972,363
"gene:ENSG00000154451",10.339558950867,6.24472021412042,1.11175681662101,5.61698396696157,1.94319446074936e-08,3.78943461013786e-07,972,363
"gene:ENSG00000231683",9.91660040491839,6.18553298723794,1.07020095283081,5.77978646989286,7.47954946235132e-09,1.62907589706561e-07,972,363
"gene:ENSG00000102524",26.3077104779883,6.17263291214537,0.826050324442834,7.47246593760347,7.87057465310183e-14,3.8719029653446e-12,972,363
"gene:ENSG00000185745",1007.4664850801,6.16021893080693,0.249290076705466,24.7110475162843,8.1366628603501e-135,1.50105156447739e-130,972,363
"gene:ENSG00000184979",47.531911984864,6.13571937537098,0.520136128403909,11.7963722193247,4.07503484255166e-32,1.07394632536276e-29,972,363
"gene:ENSG00000183486",9.12003664381847,6.06545779427366,1.34406060348691,4.51278594026042,6.39815890602293e-06,6.71406345269118e-05,972,363
"gene:ENSG00000175793",46.8628249322142,5.96020792040337,0.646031894626271,9.22587254589241,2.81261495520227e-20,3.14467398142857e-18,972,363
"gene:ENSG00000213606",9.30949086745539,5.85399172573274,0.74875494774386,7.81830122575073,5.3540946894936e-15,3.13562980418342e-13,972,363
"gene:ENSG00000287560",7.64422401092638,5.81430104529358,0.658456974486059,8.83019129660185,1.04496849084863e-18,9.83549934651809e-17,972,363
"gene:ENSG00000129451",7.416633097682,5.76475164708982,1.23944515984427,4.65107439510605,3.30210170745898e-06,3.72126892481388e-05,972,363
"gene:ENSG00000266094",12.1102865680108,5.73952856957037,0.9139078277038,6.28020506618373,3.38126741762348e-10,9.84867584877767e-09,972,363
"gene:ENSG00000168062",8.42712136567118,5.71623890811298,0.632711144592238,9.03451591926189,1.6472989629242e-19,1.6882984037792e-17,972,363
"gene:ENSG00000171903",11.6446978737861,5.68868251159922,0.750295855987829,7.581919140563,3.40480465751537e-14,1.75452056764926e-12,972,363
"gene:ENSG00000165949",64.6553272128832,5.68237141374243,0.504147557381183,11.2712465438884,1.81975124830818e-29,3.85870931365395e-27,972,363
"gene:ENSG00000119922",756.093759452003,5.68115434324166,0.409361352967113,13.8780915737741,8.60034296835114e-44,3.86973480683273e-41,972,363
"gene:ENSG00000197110",6.96262206065785,5.67412453613226,1.22881864603085,4.61754430115458,3.88307802090179e-06,4.32056835522294e-05,972,363
"gene:ENSG00000133101",6.85452165101947,5.65448119904728,1.13085557486838,5.00017979723484,5.72768767880061e-07,7.84555705364156e-06,972,363
"gene:ENSG00000115267",174.068479125646,5.64218225327135,0.482986972149124,11.6818518482302,1.57819295476881e-31,3.98828816843493e-29,972,363
"gene:ENSG00000182393",6.68527716821878,5.6150021034685,1.30278031266411,4.3100145503321,1.63243804912543e-05,0.00015506539403415,972,363
"gene:ENSG00000149573",6.6695926763052,5.61299461499085,0.811693911029624,6.91516166219706,4.67330127526916e-12,1.846104109768e-10,972,363
"gene:ENSG00000081277",6.43089782029097,5.55975139013893,1.29841556948265,4.28195064878511,1.8526207590285e-05,0.000172611857386655,972,363
"gene:ENSG00000136167",6.41363916829144,5.55605442767941,1.06792314010146,5.20267256981769,1.96442801325165e-07,3.02249941521822e-06,972,363
"gene:ENSG00000049249",6.38164314739992,5.54902822059067,1.21773732152725,4.55683514210704,5.19301508319979e-06,5.58604911107113e-05,972,363
"gene:ENSG00000164220",8.78452392658174,5.53518480605145,0.612941812582454,9.03052246139083,1.70854107081982e-19,1.74139036875603e-17,972,363
"gene:ENSG00000108448",6.28383587030602,5.52756303417877,1.88387601053598,2.93414375641746,0.0033446925719648,0.0142863830904391,972,363
"gene:ENSG00000101825",6.17067998106751,5.50094020536615,1.28927403271665,4.26669588138298,1.98389307840606e-05,0.000183544932349223,972,363
"gene:ENSG00000183709",6.15696241524444,5.49664600797873,1.28919455130402,4.26362801674803,2.01134179435932e-05,0.000185711878990695,972,363
"gene:ENSG00000187608",976.529400953951,5.4852621861585,0.324822774289044,16.8869384179245,5.61416636923767e-64,9.41546737997241e-61,972,363
"gene:ENSG00000290862",5.89951589655661,5.43607241467303,0.953934668873162,5.69857935983646,1.20809894164521e-08,2.50004812898793e-07,972,363
"gene:ENSG00000152689",5.73311030406174,5.40390756866145,0.897995665370549,6.01774348925346,1.76865160553687e-09,4.4452431633439e-08,972,363
"gene:ENSG00000073150",5.75950203071442,5.40068990264422,0.926583353729673,5.82860665573736,5.58920704759629e-09,1.26050967743345e-07,972,363
"gene:ENSG00000119917",1179.00543053685,5.3897632080316,0.354278316261125,15.2133589910679,2.88359769095957e-52,2.21652542511759e-49,972,363
"gene:ENSG00000173114",7.96222096624122,5.3803984664916,0.928961013421811,5.79184528602875,6.9617258958651e-09,1.53440763831445e-07,972,363
"gene:ENSG00000153993",5.54587700001719,5.34524321721029,1.27752666316647,4.18405609160563,2.86353406194561e-05,0.000252395969301351,972,363
"gene:ENSG00000128284",5.49749182761543,5.33740700526147,0.882699332372519,6.04668748407862,1.47854156698643e-09,3.78309775697167e-08,972,363
"gene:ENSG00000196684",5.4761985047992,5.330654830157,1.20013760153594,4.44170303749738,8.92496768489754e-06,9.07384625048125e-05,972,363
"gene:ENSG00000115009",5.37726460136019,5.30005874645256,1.27675516246953,4.15119429491953,3.30744831274384e-05,0.000286190461883201,972,363
"gene:ENSG00000130164",63.2828023505989,5.28168223090554,0.656601018702012,8.04397507842209,8.69702148900788e-16,5.66935167594407e-14,972,363
"gene:ENSG00000198768",7.3908137318414,5.26559090378459,0.965482715595031,5.45384274491065,4.92927973990669e-08,8.76675104826219e-07,972,363
"gene:ENSG00000130775",7.26416477141036,5.24398169556602,1.00351779268348,5.22559912121063,1.73592094868602e-07,2.71162317200336e-06,972,363
"gene:ENSG00000124107",5.15283927242457,5.23979000417192,1.63070158862564,3.21321205591516,0.00131259338768647,0.00657830014019015,972,363
"gene:ENSG00000290525",7.08174991476765,5.20917983157274,1.28141545751814,4.06517636494096,4.79961536130298e-05,0.000396699391511279,972,363
"gene:ENSG00000089127",229.4124198502,5.18830121049787,0.303132826071864,17.1156033403914,1.1353322570619e-65,2.32717883091977e-62,972,363
"gene:ENSG00000165731",4.90006640405534,5.16763854517717,1.26655109780197,4.08008690225396,4.50188672825975e-05,0.000374440064756248,972,363
"gene:ENSG00000290950",4.86367362009715,5.15162795948668,0.871467644340508,5.91143916006799,3.39131526109245e-09,8.01062534399916e-08,972,363
"gene:ENSG00000056558",61.4397970009164,5.12524337402904,0.817979497824797,6.26573573990336,3.71069160245009e-10,1.06296333357142e-08,972,363
"gene:ENSG00000087085",4.74683278175828,5.12337263789077,1.25743604484559,4.07445981757258,4.61212754207562e-05,0.000382746418786374,972,363
"gene:ENSG00000104951",10.5018304322254,4.99985684365305,0.929829429122322,5.37717637994366,7.56630434936672e-08,1.28175557977151e-06,972,363
"gene:ENSG00000137628",316.378018546155,4.95146256128708,0.293962254698073,16.8438718990392,1.16366930316536e-63,1.78894760873288e-60,972,363
"gene:ENSG00000185885",83.7366466921353,4.82679089258292,0.606938374882022,7.95268694868926,1.82509118650565e-15,1.14521368056654e-13,972,363
"gene:ENSG00000010030",5.43445745646081,4.82051680463099,1.42918315331664,3.37291745529201,0.00074376246101475,0.00410731129630774,972,363
"gene:ENSG00000136826",26.4976871113247,4.7817028682051,0.792576870883354,6.03310927162904,1.60834578524242e-09,4.08688196227991e-08,972,363
"gene:ENSG00000060140",3.6299647877163,4.73892342645702,0.719892035856589,6.58282518824957,4.6159175887657e-11,1.53155481434442e-09,972,363
"gene:ENSG00000078401",3.58442860337841,4.72137009108854,1.06841487157007,4.41904190658665,9.91394242593462e-06,9.95603755436265e-05,972,363
"gene:ENSG00000004468",3.48908764773969,4.6789084961236,1.31449850672802,3.55946277015568,0.000371614207285564,0.00229897347283839,972,363
"gene:ENSG00000134042",3.48048631261713,4.67692186341686,0.702259064327968,6.65982413184296,2.74155442771906e-11,9.48896737008653e-10,972,363
"gene:ENSG00000166592",4.89738185980817,4.67440917763184,1.22328058340129,3.82120769434172,0.000132799751231836,0.000955495245992553,972,363
"gene:ENSG00000079385",10.9026283623823,4.65560409878779,0.903875784075394,5.15071227795993,2.59499030857635e-07,3.90157956093044e-06,972,363
"gene:ENSG00000163531",3.9784617052704,4.629386939201,0.71852596217076,6.44289445744593,1.17216211801771e-10,3.66509267003231e-09,972,363
"gene:ENSG00000123689",3.23784840721795,4.56919454397131,1.21481554912932,3.76122494254057,0.00016908328629036,0.00117885429534564,972,363
"gene:ENSG00000167600",3.17996629794437,4.54198474370022,1.12696649257321,4.03027487829694,5.57116640255086e-05,0.000451766495798937,972,363
"gene:ENSG00000111181",7.20952193955559,4.5225192793957,0.815947845135483,5.5426572989414,2.97915571251484e-08,5.58531144151155e-07,972,363
"gene:ENSG00000110446",19.2113001111925,4.50351676579009,0.618897904867257,7.27667153236852,3.42156981108471e-13,1.57409276495987e-11,972,363
"gene:ENSG00000072163",4.36273357408882,4.49908247161602,0.851628997655515,5.28291366780808,1.27145317141033e-07,2.05392014940261e-06,972,363
"gene:ENSG00000134363",3.00649753510241,4.46254822022538,1.19010196490599,3.7497192272747,0.000177032673173015,0.00122455896314053,972,363
"gene:ENSG00000146374",2.98848439199875,4.45493843600359,1.00247118999224,4.44395657498953,8.83194382417648e-06,8.99678076578728e-05,972,363
"gene:ENSG00000240065",2.91267245925128,4.4383008445253,0.718222907719256,6.17955901548628,6.42809019302034e-10,1.74904731387669e-08,972,363
"gene:ENSG00000111331",464.966870347763,4.43201988212181,0.280468407817005,15.802207159865,3.00411598367972e-56,3.69466211112823e-53,972,363
"gene:ENSG00000073756",2.90461641616654,4.41670166362655,1.29279090393217,3.41640836905075,0.000634530141643609,0.00358304623600897,972,363
"gene:ENSG00000120337",2.85279832703126,4.39235166338034,0.822925691962917,5.33748272326181,9.42458799520094e-08,1.56634954356277e-06,972,363
"gene:ENSG00000167779",57.0000072111506,4.37173839576619,0.907057088440054,4.81969486979552,1.43777953282636e-06,1.75540415761619e-05,972,363
"gene:ENSG00000141574",4.61309048637703,4.32453358545975,0.899381862744941,4.8083397771233,1.52188934858406e-06,1.8446658805965e-05,972,363
"gene:ENSG00000178033",3.8157136031653,4.30238517400102,0.924058405005926,4.65596671237834,3.22464035737818e-06,3.64958069404372e-05,972,363
"gene:ENSG00000153253",3.71297771956601,4.27017441956696,1.10658288608253,3.85888348109559,0.000113906225697442,0.000836188639739915,972,363
"gene:ENSG00000168961",2.58707732225443,4.24507647122246,1.08637253343799,3.907569770554,9.32291244279659e-05,0.000704584550367519,972,363
"gene:ENSG00000288811",3.10695679351724,4.2423359132403,0.63328273683767,6.6989603007728,2.09907603657488e-11,7.44687590821796e-10,972,363
"gene:ENSG00000099812",2.5325577658666,4.21532840087667,1.08746077992341,3.87630384350372,0.000106055234269052,0.000784800225349167,972,363
"gene:ENSG00000297197",2.99339983101365,4.19716686343438,0.621153147312581,6.75705642254801,1.4082336198713e-11,5.18544786814086e-10,972,363
"gene:ENSG00000196878",17.7413515507472,4.18029407554339,0.631851876434516,6.61593995594731,3.6919821285587e-11,1.24994550427586e-09,972,363
"gene:ENSG00000125355",6.23956131069427,4.15589612462887,0.907042701538756,4.58180868175069,4.60971533770849e-06,5.03493360272625e-05,972,363
"gene:ENSG00000225492",4.06816212716355,4.15406439595539,1.54556722584515,2.6877280563994,0.00719399584173571,0.0266174960465986,972,363
"gene:ENSG00000225886",2.31796211365216,4.13442899781716,0.634736680090136,6.51361285317567,7.33644391415002e-11,2.35788706146759e-09,972,363
"gene:ENSG00000131015",6.07629957485551,4.12204223050462,0.979643021495218,4.20769825340377,2.57985038136526e-05,0.000230142108270977,972,363
"gene:ENSG00000225855",2.31902334301965,4.1104204960946,0.849856013242219,4.83660812190203,1.32073445465249e-06,1.63413207373771e-05,972,363
"gene:ENSG00000158825",2.33646080514772,4.10152605963812,1.15413779539207,3.55375768475272,0.000379768948668907,0.00234235291375593,972,363
"gene:ENSG00000182326",31.4143335199656,4.09815897281657,0.555426952359098,7.37839414419883,1.60210093996841e-13,7.69675993243159e-12,972,363
"gene:ENSG00000179869",2.26352832654238,4.08783016642434,0.877578221404092,4.65808068924496,3.19171117961097e-06,3.61897282369166e-05,972,363
"gene:ENSG00000189292",3.26522150609949,4.08078352921507,0.793618669352003,5.1419953773858,2.71835807418811e-07,4.0704764409596e-06,972,363
"gene:ENSG00000214381",4.5419679730299,4.06827280053176,0.734837596089652,5.53628832027727,3.08948828399508e-08,5.78041377922325e-07,972,363
"gene:ENSG00000159403",15.3753147079633,4.05447885349328,0.635175655470208,6.38324031876163,1.73379490591483e-10,5.26069875399946e-09,972,363
"gene:ENSG00000151632",226.021101108012,4.04349223794621,0.329825008193657,12.2595077313606,1.49404733738663e-34,4.37495004446168e-32,972,363
"gene:ENSG00000291131",10.5749740125485,4.0273889643676,0.81790245104497,4.92404559886344,8.47730689801892e-07,1.10757335449471e-05,972,363
"gene:ENSG00000303588",3.07005427174431,3.9765665301103,0.628301917631748,6.32906954207482,2.46643939851564e-10,7.42265481628329e-09,972,363
"gene:ENSG00000272463",2.12139988339701,3.96727683658109,1.09581129071032,3.62040149632831,0.000294146220378709,0.00188613467971721,972,363
"gene:ENSG00000136514",3.5472304690809,3.95595270829488,0.62747311600349,6.30457721199465,2.88981635555012e-10,8.59071746580669e-09,972,363
"gene:ENSG00000258555",3.50980982375517,3.93678942944179,0.979716964465353,4.01829260105765,5.86213747729338e-05,0.000472041519777863,972,363
"gene:ENSG00000187134",350.657093541325,3.92282184936023,0.290848293949989,13.4875188576308,1.85229740588929e-41,7.27046437103097e-39,972,363
"gene:ENSG00000267745",2.05244001370229,3.91058599140098,1.3698486173743,2.85475777527644,0.00430696638627189,0.0175513399368111,972,363
"gene:ENSG00000166920",2.43658448190769,3.90880516561267,0.884254058516306,4.42045487715519,9.84933514594225e-06,9.89654328825395e-05,972,363
"gene:ENSG00000133083",2.00317484591726,3.90321325793825,0.802899668620553,4.86139602553864,1.16560798634203e-06,1.46979741162254e-05,972,363
"gene:ENSG00000147434",2.0140741468475,3.89283557531928,1.23332239849591,3.1563811539195,0.00159739969484046,0.00772851549184809,972,363
"gene:ENSG00000134716",13.0820157389405,3.8865932977668,0.520956537240134,7.46049434057736,8.61984582130667e-14,4.22922648168791e-12,972,363
"gene:ENSG00000074410",46.200598012791,3.88468628040609,0.462854027238377,8.3928972241726,4.74306209183352e-17,3.73931664402328e-15,972,363
"gene:ENSG00000171522",4.0108189944305,3.87505054464015,0.714716823450795,5.42179842070966,5.90023959191958e-08,1.02396632165317e-06,972,363
"gene:ENSG00000151012",184.577602891695,3.87393959669341,0.328196319268771,11.8037265174839,3.73401334544705e-32,9.98334466620393e-30,972,363
"gene:ENSG00000164211",59.7705855690433,3.87113491382955,0.420353035180804,9.20924696586164,3.2842077397104e-20,3.60637287989151e-18,972,363
"gene:ENSG00000205436",2.36899881489882,3.86362196869987,1.29615724969645,2.98082811295058,0.00287470097018531,0.0126448458507341,972,363
"gene:ENSG00000290961",5.44797402697216,3.86252080437209,0.614502225885684,6.28560913478389,3.26570651435873e-10,9.57802126818599e-09,972,363
"gene:ENSG00000177409",113.926732306943,3.85536381801286,0.306016164652078,12.5985626360495,2.15027350131372e-36,6.83935268141991e-34,972,363
"gene:ENSG00000104368",3.87197182377302,3.84556095839204,0.707060352869334,5.43880157158622,5.36401548518401e-08,9.42431977815949e-07,972,363
"gene:ENSG00000117228",186.965193135159,3.83318443681041,0.355061448414317,10.7958339434743,3.60177674996464e-27,6.51427230228899e-25,972,363
"gene:ENSG00000197142",1.92650921898909,3.82787131417541,1.467800177171,2.60789675169079,0.00911004281956792,0.0322575949971956,972,363
"gene:ENSG00000100342",57.3372610770167,3.81748710252215,0.474667062691348,8.04245207341144,8.80583324076322e-16,5.72007083188732e-14,972,363
"gene:ENSG00000131203",1.90842065495965,3.81586115736782,1.48253689671613,2.57387264075524,0.0100567284827462,0.0349161293296989,972,363
"gene:ENSG00000138135",1.8990396165877,3.80396493036539,0.962109228006222,3.95377657716509,7.69272470580236e-05,0.000597538464726914,972,363
"gene:ENSG00000176046",10.4643623706008,3.78527110314579,1.22131720140686,3.0993349629281,0.00193955601972803,0.00910224610835478,972,363
"gene:ENSG00000099194",375.588380158493,3.78017448187537,0.52374740235005,7.21755270749557,5.29314825317366e-13,2.38903120123515e-11,972,363
"gene:ENSG00000138798",3.72694827089724,3.7785656376294,0.742041979156253,5.09211842964175,3.54084807151476e-07,5.12728141470206e-06,972,363
"gene:ENSG00000198286",4.68544257080728,3.77687755507258,1.45146548179926,2.60211324515324,0.00926512522686129,0.0327313347731017,972,363
"gene:ENSG00000204642",2.63988289013411,3.77036119098866,0.838366665867266,4.49726992316462,6.88315811852898e-06,7.18215503227503e-05,972,363
"gene:ENSG00000126562",1.84421009668647,3.76094581395101,1.33752715503456,2.8118650150724,0.00492551690074782,0.0195410614591389,972,363
"gene:ENSG00000108771",33.3677565670016,3.73027013789637,0.415572890449421,8.97621145080534,2.80250511188681e-19,2.77960291957462e-17,972,363
"gene:ENSG00000133805",4.95716651537531,3.72949305571692,0.808217142950316,4.61446912905458,3.94101344874306e-06,4.37447750315355e-05,972,363
"gene:ENSG00000131196",3.06440204053088,3.71801126763128,0.712700539923181,5.21679311205801,1.8204739903939e-07,2.82219362813333e-06,972,363
"gene:ENSG00000134470",10.0023144154194,3.71553510992862,0.620077135218464,5.99205308323387,2.07208261868737e-09,5.12409921575665e-08,972,363
"gene:ENSG00000136244",29.8510287738979,3.70231329122903,0.719844357230057,5.14321360450117,2.70078246649174e-07,4.04744394328511e-06,972,363
"gene:ENSG00000135094",1.75730107583831,3.69413547134263,1.33026559263981,2.77699091954404,0.00548647117294907,0.0213667764827031,972,363
"gene:ENSG00000041353",14.7631958962751,3.68323621496024,0.512759052088623,7.18317151098026,6.81125651168024e-13,3.01328681360856e-11,972,363
"gene:ENSG00000170214",1.75055060194927,3.66780188757107,0.78679463887624,4.66170167708527,3.13605548090101e-06,3.56463040737288e-05,972,363
"gene:ENSG00000143816",1.74005115873219,3.66459687761975,1.11499519379306,3.28664813805457,0.00101387431087936,0.00531966817039318,972,363
"gene:ENSG00000136327",1.73991482329703,3.65452768381338,0.87759761065311,4.16424069465467,3.12390430851664e-05,0.000272352489052529,972,363
"gene:ENSG00000248323",22.7851261276426,3.62068076225402,0.310548798444853,11.6589752734045,2.06512760904531e-31,5.07966321755571e-29,972,363
"gene:ENSG00000105499",17.8540366892869,3.60034263825829,0.915046602813832,3.93460030034207,8.33352627746666e-05,0.000639504545618573,972,363
"gene:ENSG00000182795",28.5811369165206,3.59770484082936,0.457909780524929,7.85679842152553,3.94076281055137e-15,2.35272467084309e-13,972,363
"gene:ENSG00000104415",1.64534014314922,3.59673378387603,1.02400433226638,3.51242047571765,0.000444044870026266,0.00266311435703659,972,363
"gene:ENSG00000293413",1.64973488479919,3.59206787636881,1.16351681172367,3.08725051514073,0.00202017268527094,0.00941828296635792,972,363
"gene:ENSG00000116663",1.61370491664863,3.58159586960939,1.20342907278226,2.97615867076316,0.00291883800639449,0.0127993162685918,972,363
"gene:ENSG00000278044",1.5529709364692,3.52666156590783,0.640591206016502,5.50532310276045,3.68491809499669e-08,6.75739254637166e-07,972,363
"gene:ENSG00000112812",3.15219541108841,3.5123172351872,0.709652821043474,4.94934583649324,7.44633316239662e-07,9.9255747239807e-06,972,363
"gene:ENSG00000128254",2.57023445030856,3.50341457598619,0.659268571877892,5.31409311080445,1.0718980292057e-07,1.75772220824771e-06,972,363
"gene:ENSG00000149131",3.86403588658132,3.49869114513175,1.12050564984882,3.12242169024654,0.00179369816894686,0.00851100972969822,972,363
"gene:ENSG00000287933",1.58110242144941,3.49099405415499,0.977503118584606,3.57133802213321,0.000355162169939902,0.00221277666702172,972,363
"gene:ENSG00000181381",256.702114514722,3.49040258611913,0.254533931054599,13.7129166695281,8.49721661548759e-43,3.48348115827811e-40,972,363
"gene:ENSG00000112773",34.0486641040062,3.47129015333743,0.392807808017225,8.83712106146629,9.8216695116761e-19,9.38809114774097e-17,972,363
"gene:ENSG00000142677",1.48661653336448,3.46472940145937,1.08633353985278,3.18937902067253,0.00142578803547212,0.00703099109286009,972,363
"gene:ENSG00000023445",191.320719096141,3.46420882506292,0.425072794091872,8.14968370879598,3.64877341901751e-16,2.54971863765284e-14,972,363
"gene:ENSG00000107201",640.90680715745,3.4606021389529,0.277189517144485,12.4846068300233,9.0589725766997e-36,2.73967091958944e-33,972,363
"gene:ENSG00000165025",1.48555655839261,3.44475463826677,1.18813976900028,2.89928401366891,0.00374015931916885,0.015631836136583,972,363
"gene:ENSG00000170075",1.47963765699476,3.44309022652768,1.08435779488719,3.17523445006993,0.00149715483567137,0.00730868282838462,972,363
"gene:ENSG00000111913",1.47292458111838,3.4426321353202,1.42485733830718,2.4161240867877,0.0156867144735314,0.0497402042983339,972,363
"gene:ENSG00000141934",3.00337359462552,3.44006849524279,1.00771910198115,3.41371766048665,0.000640829476258286,0.0036141920446386,972,363
"gene:ENSG00000164684",3.56065602426736,3.42286070994111,0.899219421565047,3.80647996234755,0.000140958707196078,0.00100712867170924,972,363
"gene:ENSG00000141524",6.28456011359794,3.42244804025208,1.15940474845838,2.95190100334053,0.0031582416733795,0.0136575814323734,972,363
"gene:ENSG00000258602",4.88641699219799,3.42177502527411,0.749729294845475,4.56401403653216,5.01847212484447e-06,5.43314399994898e-05,972,363
"gene:ENSG00000297174",1.4251498071634,3.41513645704099,0.971619217287513,3.51489183856932,0.000439933128044203,0.00264361118767409,972,363
"gene:ENSG00000206432",1.42771642281835,3.3897318364431,1.30040593703734,2.60667207054267,0.0091426873986679,0.0323483500442319,972,363
"gene:ENSG00000239713",7.04731512321416,3.36760037461341,0.663385492430166,5.07638531900501,3.84682798698393e-07,5.48849827562873e-06,972,363
"gene:ENSG00000168685",4.16887464382225,3.35712485149066,0.709890431691742,4.72907465943764,2.25545439094549e-06,2.63345712684572e-05,972,363
"gene:ENSG00000138642",94.4967365850436,3.3460683607546,0.225145000865758,14.8618372510509,5.83040264107849e-50,3.98367658972652e-47,972,363
"gene:ENSG00000118160",1.38778622677221,3.34544530239646,1.29550154559367,2.58235531541832,0.00981284981890406,0.0342206906349985,972,363
"gene:ENSG00000130589",391.67349451132,3.33848621642106,0.196090648849501,17.0252188771293,5.33924562252385e-65,9.849840324432e-62,972,363
"gene:ENSG00000166342",2.3595651746364,3.33381151904796,0.73709854563121,4.52288440780068,6.10025587436741e-06,6.44914156850028e-05,972,363
"gene:ENSG00000174951",1.35878106553768,3.33045344003917,0.902078357004205,3.69197799080291,0.00022251672503322,0.0014851622805401,972,363
"gene:ENSG00000118777",1.3745622927894,3.32802005767059,1.59163926490242,2.09093865114883,0.0365335637636429,0.0980698053718603,972,363
"gene:ENSG00000163644",38.8377052600608,3.3071161804417,0.382121855781591,8.65461142932358,4.94593766179861e-18,4.34488847546956e-16,972,363
"gene:ENSG00000113578",3.4801566889958,3.29957278582789,1.02764511612447,3.2108095820778,0.00132361610538469,0.00661736311982024,972,363
